Name,Location,Mileage,Engine,Seats
BMW 5 Series 2003-2012 525d,Hyderabad,16.73,1995.0,5.0
Toyota Corolla Altis D-4D GL,Mumbai,21.43,1364.0,5.0
Honda City i VTEC CVT VX,Mumbai,18.0,1497.0,5.0
Hyundai Verna CRDi 1.6 SX Option,Hyderabad,22.0,1582.0,5.0
Maruti Swift Dzire VDI Optional,Kolkata,26.59,1248.0,5.0
Maruti Ciaz ZXi,Coimbatore,20.73,1373.0,5.0
Ford Ecosport 1.5 DV5 MT Titanium,Jaipur,22.7,1498.0,5.0
Maruti Alto K10 2010-2014 VXI,Hyderabad,20.92,998.0,5.0
Honda Amaze V CVT Petrol,Kochi,19.0,1199.0,5.0
Mahindra XUV500 W6 2WD,Delhi,15.1,2179.0,7.0
Mahindra TUV 300 2015-2019 T8,Coimbatore,18.49,1493.0,7.0
Honda Jazz VX,Chennai,18.2,1199.0,5.0
Maruti Swift VXI BSIII W/ ABS,Kochi,16.1,1298.0,5.0
Volkswagen Polo Petrol Highline 1.2L,Delhi,16.47,1198.0,5.0
Hyundai Creta 1.6 SX Option Diesel,Coimbatore,20.5,1582.0,5.0
Chevrolet Beat LS,Coimbatore,18.6,1199.0,5.0
Honda Amaze VX i-DTEC,Kolkata,25.8,1498.0,5.0
Mercedes-Benz E-Class 230 E AT,Mumbai,10.0,2496.0,5.0
BMW 5 Series 530d M Sport,Hyderabad,18.59,2993.0,5.0
Audi A3 35 TDI Premium Plus,Mumbai,20.38,1968.0,5.0
Maruti Swift Dzire VDI,Pune,26.59,1248.0,5.0
Maruti Swift Dzire VDI,Kolkata,26.59,1248.0,5.0
Toyota Innova 2.5 V Diesel 7-seater,Pune,12.8,2494.0,7.0
BMW X3 xDrive20d,Bangalore,16.09,1995.0,5.0
BMW 5 Series 2003-2012 525d,Hyderabad,16.73,1995.0,5.0
Mahindra XUV500 W8 2WD,Coimbatore,15.1,2179.0,7.0
Honda City 1.5 S MT,Delhi,17.0,1497.0,5.0
Force One LX 4x4,Chennai,17.0,2200.0,7.0
Volkswagen Polo 1.5 TDI Comfortline,Jaipur,20.14,1498.0,5.0
Honda Jazz S,Kolkata,16.0,1198.0,5.0
Toyota Etios Liva GD SP,Hyderabad,23.59,1364.0,5.0
Nissan Terrano XV Premium 110 PS,Mumbai,19.01,1461.0,5.0
BMW X3 xDrive 20d xLine,Kochi,18.56,1995.0,5.0
Hyundai i20 1.2 Magna,Mumbai,18.5,1197.0,5.0
Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,17.8,1399.0,5.0
Honda City 1.5 V AT,Kochi,16.8,1497.0,5.0
Maruti Swift VDI BSIV,Chennai,25.2,1248.0,5.0
Hyundai Grand i10 CRDi SportZ Edition,Delhi,24.0,1120.0,5.0
Audi Q7 45 TDI Quattro Technology,Pune,14.75,2967.0,7.0
Volkswagen Ameo 1.2 MPI Highline 16 Alloy,Mumbai,17.0,1198.0,5.0
Honda City i VTEC CVT VX,Kochi,18.0,1497.0,5.0
Maruti Baleno Alpha 1.3,Kochi,27.39,1248.0,5.0
Hyundai Grand i10 CRDi Sportz,Jaipur,24.0,1120.0,5.0
Maruti Swift Dzire VDi,Jaipur,19.3,1248.0,5.0
Maruti Swift 1.3 VXi,Delhi,16.1,1497.0,5.0
Land Rover Freelander 2 TD4 HSE,Delhi,0.0,2179.0,5.0
Toyota Fortuner 3.0 Diesel,Hyderabad,11.5,2982.0,7.0
Honda Jazz VX Diesel,Hyderabad,27.3,1498.0,5.0
Maruti Vitara Brezza LDi Option,Pune,24.3,1248.0,5.0
Maruti Swift Dzire VDI,Kolkata,23.4,1248.0,5.0
Skoda Rapid 1.5 TDI AT Elegance,Delhi,21.66,1498.0,5.0
Land Rover Freelander 2 TD4 SE,Hyderabad,0.0,2179.0,5.0
Maruti Alto 800 LXI,Hyderabad,22.74,796.0,5.0
Volkswagen Polo Petrol Highline 1.2L,Pune,16.47,1198.0,5.0
Honda City i DTEC SV,Delhi,26.0,1498.0,5.0
Maruti Swift Dzire LDI,Delhi,23.4,1248.0,5.0
Audi A4 2.0 TDI 177 Bhp Technology Edition,Bangalore,17.11,1968.0,5.0
Honda City i VTEC VX,Kolkata,17.8,1497.0,5.0
Ford Figo Aspire 1.2 Ti-VCT Ambiente,Chennai,18.16,1196.0,5.0
Maruti Vitara Brezza LDi,Kochi,24.3,1248.0,5.0
Renault Duster 110PS Diesel RxL,Hyderabad,19.01,1461.0,5.0
Hyundai i20 Active 1.4 SX,Hyderabad,21.19,1396.0,5.0
Mahindra Logan Petrol 1.4 GLE,Mumbai,15.7,1390.0,5.0
Honda City ZX GXi,Mumbai,17.7,1497.0,5.0
Ford Figo Petrol EXI,Bangalore,15.6,1196.0,5.0
Renault Duster Petrol RxL,Mumbai,13.06,1598.0,5.0
Hyundai i10 Sportz 1.2,Kolkata,20.36,1197.0,5.0
Land Rover Discovery Sport TD4 HSE 7S,Coimbatore,12.81,1999.0,7.0
Audi Q5 2008-2012 2.0 TFSI Quattro,Ahmedabad,9.74,1984.0,5.0
Maruti Versa DX2 BS II,Mumbai,11.3,1298.0,8.0
Maruti Swift Dzire ZDI,Kolkata,26.59,1248.0,5.0
Audi A4 2.0 TDI Premium Sport Limited Edition,Coimbatore,17.11,1968.0,5.0
Volkswagen Polo 1.2 MPI Comfortline,Ahmedabad,16.47,1198.0,5.0
Toyota Fortuner 3.0 Diesel,Chennai,11.5,2982.0,7.0
Toyota Fortuner 3.0 Diesel,Jaipur,11.5,2982.0,7.0
Honda Accord 2.4 MT,Coimbatore,12.8,2354.0,5.0
Maruti Swift ZDi,Chennai,22.9,1248.0,5.0
Skoda Fabia 1.2 MPI Classic,Pune,17.5,1198.0,5.0
Jeep Compass 2.0 Sport,Kolkata,17.1,1956.0,5.0
Tata Nano Twist XT,Ahmedabad,25.4,624.0,4.0
Ford Fiesta 1.6 ZXi ABS,Hyderabad,15.3,1596.0,5.0
Maruti Celerio ZDi,Ahmedabad,27.62,793.0,5.0
Toyota Fortuner 3.0 Diesel,Delhi,11.5,2982.0,7.0
Maruti Celerio ZDi,Ahmedabad,27.62,793.0,5.0
Hyundai EON Era Plus,Pune,21.1,814.0,5.0
Ford Fiesta Diesel Trend,Bangalore,23.5,1498.0,5.0
Volkswagen Polo 1.2 MPI Comfortline,Ahmedabad,16.47,1198.0,5.0
Volkswagen Polo 1.2 MPI Comfortline,Coimbatore,16.2,1199.0,5.0
Maruti Vitara Brezza ZDi,Coimbatore,24.3,1248.0,5.0
Honda Brio S MT,Coimbatore,19.4,1198.0,5.0
Maruti Swift Dzire VXi,Pune,17.5,1298.0,5.0
Maruti Celerio LXI MT,Kolkata,23.1,998.0,5.0
Hyundai Creta 1.6 SX Plus Petrol Automatic,Mumbai,13.0,1591.0,5.0
Ford Ecosport 1.5 DV5 MT Titanium,Kochi,22.7,1498.0,5.0
Honda CR-V RVi MT,Jaipur,13.1,1997.0,5.0
Land Rover Discovery Sport SD4 HSE Luxury 7S,Coimbatore,12.51,2179.0,7.0
Mahindra XUV500 W8 2WD,Delhi,15.1,2179.0,7.0
Volkswagen Polo 1.2 MPI Highline,Kochi,16.47,1198.0,5.0
Hyundai i10 Magna AT,Kochi,19.2,1197.0,5.0
Hyundai i10 Magna 1.2,Chennai,20.36,1197.0,5.0
Chevrolet Cruze LTZ AT,Kochi,14.81,1998.0,5.0
Mercedes-Benz E-Class E 200 CGI,Mumbai,12.0,1991.0,5.0
Hyundai Sonata 2.4 GDI,Ahmedabad,11.7,2359.0,5.0
Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Kolkata,11.74,1796.0,5.0
Volkswagen Polo Diesel Trendline 1.2L,Kolkata,22.07,1199.0,5.0
Honda City i VTEC SV,Mumbai,17.4,1497.0,5.0
Maruti Vitara Brezza ZDi,Coimbatore,24.3,1248.0,5.0
Hyundai Elite i20 Asta Option,Coimbatore,18.6,1197.0,5.0
Tata New Safari Dicor EX 4X2,Kolkata,13.93,2179.0,7.0
Nissan Sunny 2011-2014 Diesel XL,Kochi,21.64,1461.0,5.0
BMW 3 Series 330 Ci Convertible,Delhi,10.9,2497.0,5.0
Toyota Corolla 1.8 J,Delhi,14.53,1798.0,5.0
Hyundai Verna 1.6 SX,Kochi,22.32,1582.0,5.0
Maruti Swift Dzire VDi,Kolkata,19.3,1248.0,5.0
Maruti Dzire VDI,Hyderabad,28.4,1248.0,5.0
Maruti Alto K10 VXI,Pune,24.07,998.0,5.0
Jaguar XJ 5.0 L V8 Supercharged,Coimbatore,10.5,5000.0,4.0
Mercedes-Benz New C-Class 220 CDI AT,Kolkata,14.84,2143.0,5.0
Hyundai Verna CRDi 1.6 SX Option,Mumbai,22.0,1582.0,5.0
Chevrolet Aveo 1.6 LT,Pune,14.2,1598.0,5.0
Maruti Swift VXI BSIV,Hyderabad,20.4,1197.0,5.0
Hyundai Verna 1.6 CRDi S,Chennai,23.9,1582.0,5.0
Mercedes-Benz GLC 220d Celebration Edition,Kochi,17.9,2143.0,5.0
Toyota Fortuner 4x2 Manual,Delhi,13.0,2982.0,7.0
Audi Q5 2008-2012 2.0 TDI,Delhi,12.8,1968.0,5.0
BMW 3 Series 320d Dynamic,Mumbai,13.2,1995.0,5.0
Maruti Alto 800 2016-2019 LXI,Delhi,24.7,796.0,5.0
Maruti Alto K10 2010-2014 VXI,Coimbatore,20.92,998.0,5.0
Audi A4 1.8 TFSI Technology Edition,Hyderabad,15.64,1798.0,5.0
Maruti Swift VXi BSIV,Mumbai,16.1,1197.0,5.0
Maruti Wagon R VXI,Kochi,22.5,998.0,5.0
Skoda Rapid 1.5 TDI Ambition,Hyderabad,21.14,1498.0,5.0
Honda Jazz S,Kochi,16.0,1198.0,5.0
Mahindra XUV500 W10 2WD,Ahmedabad,16.0,2179.0,7.0
Maruti Ritz VXi,Coimbatore,18.5,1197.0,5.0
Mercedes-Benz GLE 250d,Hyderabad,17.9,2143.0,5.0
Skoda Rapid 1.6 TDI Ambition,Bangalore,20.5,1598.0,5.0
Hyundai Grand i10 CRDi Magna,Delhi,24.0,1120.0,5.0
Hyundai Elite i20 Petrol Asta,Mumbai,18.6,1197.0,5.0
Tata Zest Quadrajet 1.3 75PS XE,Kolkata,22.95,1248.0,5.0
Hyundai i20 Magna 1.4 CRDi,Jaipur,22.54,1396.0,5.0
Skoda Rapid 1.6 TDI Elegance,Delhi,20.5,1598.0,5.0
Fiat Linea Emotion,Mumbai,16.0,1368.0,5.0
Maruti Swift VXI BSIII W/ ABS,Pune,16.1,1298.0,5.0
Tata Indica V2 2001-2011 eLS,Hyderabad,25.0,1396.0,5.0
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Pune,14.84,2143.0,5.0
Mercedes-Benz GLE 350d,Bangalore,11.57,2987.0,5.0
Honda City V MT AVN,Chennai,16.8,1497.0,5.0
Hyundai i20 Magna,Mumbai,18.5,1197.0,5.0
Toyota Fortuner 4x2 Manual,Chennai,13.0,2982.0,7.0
Hyundai Grand i10 Magna,Delhi,18.9,1197.0,5.0
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Chennai,15.0,1896.0,5.0
Ford EcoSport 1.5 Ti VCT AT Titanium,Hyderabad,15.63,1499.0,5.0
Hyundai EON Magna Plus,Chennai,21.1,814.0,5.0
Nissan Micra XV CVT,Kolkata,19.15,1198.0,5.0
Honda Jazz 1.2 V CVT i VTEC,Kochi,19.0,1199.0,5.0
Volkswagen Polo 1.2 MPI Trendline,Kochi,16.47,1198.0,5.0
Maruti Alto LXi,Kolkata,19.7,796.0,5.0
Hyundai Verna 1.6 SX,Delhi,22.32,1582.0,5.0
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Mumbai,10.0,2148.0,5.0
Tata Zest Revotron 1.2 XT,Coimbatore,17.57,1193.0,5.0
Honda Brio S Option MT,Mumbai,18.4,1198.0,5.0
Honda Jazz VX Diesel,Chennai,27.3,1498.0,5.0
Maruti Alto K10 VXI AGS,Jaipur,24.07,998.0,5.0
Maruti Zen VXi - BS III,Jaipur,17.3,993.0,5.0
Hyundai i20 Sportz 1.4 CRDi,Pune,22.54,1396.0,5.0
Maruti SX4 S Cross DDiS 320 Zeta,Coimbatore,22.7,1598.0,5.0
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Delhi,14.21,2143.0,5.0
Chevrolet Enjoy Petrol LS 7 Seater,Kochi,13.7,1399.0,7.0
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Delhi,14.21,2143.0,5.0
Mahindra XUV500 W4,Mumbai,16.0,2179.0,7.0
Hyundai i10 Sportz,Mumbai,20.36,1197.0,5.0
Hyundai Getz 1.3 GLS,Pune,14.2,1341.0,5.0
Audi Q7 3.0 TDI quattro,Coimbatore,12.07,2967.0,7.0
Mahindra Scorpio SLE BSIV,Pune,12.05,2179.0,8.0
Honda Jazz 1.2 SV i VTEC,Pune,18.7,1199.0,5.0
Tata Safari Storme 2012-2015 EX,Jaipur,14.0,2179.0,7.0
Mahindra XUV500 W6 2WD,Kolkata,15.1,2179.0,7.0
Volkswagen Polo Diesel Comfortline 1.2L,Hyderabad,22.07,1199.0,5.0
Maruti Swift Dzire ZDi,Delhi,19.3,1248.0,5.0
Audi Q3 2.0 TDI,Mumbai,15.73,1968.0,5.0
Maruti Celerio ZXI,Delhi,23.1,998.0,5.0
Honda City V MT Exclusive,Mumbai,16.8,1497.0,5.0
Hyundai i20 1.2 Spotz,Delhi,18.6,1197.0,5.0
Renault KWID RXT,Jaipur,25.17,799.0,5.0
Mercedes-Benz CLA 200 CDI Sport,Kochi,17.9,2143.0,5.0
Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,22.7,1498.0,5.0
Hyundai i20 Asta 1.2,Coimbatore,18.6,1197.0,5.0
Toyota Innova 2.5 ZX Diesel 7 Seater,Bangalore,12.99,2494.0,7.0
Nissan Sunny 2011-2014 Diesel XL,Chennai,21.64,1461.0,5.0
Maruti Swift VDI BSIV,Hyderabad,25.2,1248.0,5.0
Maruti A-Star Vxi,Hyderabad,19.0,998.0,5.0
Maruti Swift ZXI,Pune,18.6,1197.0,5.0
Mercedes-Benz CLA 200 CDI Sport,Jaipur,17.9,2143.0,5.0
Maruti Ertiga ZXI,Bangalore,16.02,1373.0,7.0
Maruti Wagon R LXI,Jaipur,18.9,998.0,5.0
Volkswagen Polo Diesel Trendline 1.2L,Hyderabad,22.07,1199.0,5.0
Ford Ecosport 1.5 DV5 MT Titanium Optional,Hyderabad,22.7,1498.0,5.0
Honda City i DTEC VX,Kochi,25.1,1498.0,5.0
Toyota Corolla Altis 1.8 GL,Coimbatore,14.28,1798.0,5.0
Mahindra XUV500 W8 2WD,Ahmedabad,15.1,2179.0,7.0
Maruti Alto 800 2016-2019 VXI,Kolkata,24.7,796.0,5.0
BMW 5 Series 530d M Sport,Chennai,18.59,2993.0,5.0
Hyundai EON D Lite Plus,Kochi,21.1,814.0,5.0
Maruti Swift Dzire VDI,Chennai,26.59,1248.0,5.0
Audi A4 2.0 TDI,Hyderabad,16.55,1968.0,5.0
Skoda Superb Elegance 1.8 TSI AT,Bangalore,13.7,1798.0,5.0
Tata Zest Revotron 1.2T XM,Kochi,17.57,1193.0,5.0
Force One LX ABS 7 Seating,Kolkata,17.0,2149.0,7.0
Honda City i-VTEC VX,Coimbatore,17.4,1497.0,5.0
Nissan Sunny 2011-2014 XV,Chennai,16.95,1498.0,5.0
Maruti Swift 1.3 LXI,Delhi,16.1,1497.0,5.0
Volkswagen Vento Petrol Highline AT,Mumbai,14.4,1598.0,5.0
Hyundai Verna 1.6 SX VTVT AT,Mumbai,15.74,1591.0,5.0
Hyundai Verna CRDi 1.6 AT SX Plus,Bangalore,22.0,1582.0,5.0
Audi A4 2.0 TDI Multitronic,Bangalore,16.55,1968.0,5.0
Maruti SX4 Vxi BSIV,Delhi,15.5,1586.0,5.0
Ford Endeavour 2.2 Titanium AT 4X2,Chennai,12.62,2198.0,7.0
Maruti Swift LXI BSIV,Coimbatore,20.4,1197.0,5.0
Hyundai Grand i10 CRDi Magna,Hyderabad,24.0,1120.0,5.0
Volkswagen Polo 1.5 TDI Highline,Hyderabad,20.14,1498.0,5.0
Mercedes-Benz E-Class 230,Pune,10.0,2496.0,5.0
Hyundai i20 Asta 1.2,Kolkata,18.6,1197.0,5.0
Maruti Alto K10 VXI AGS,Chennai,24.07,998.0,5.0
Maruti Ertiga VDI,Pune,20.77,1248.0,7.0
Maruti Celerio VXI AT,Mumbai,23.1,998.0,5.0
Renault KWID Climber 1.0 AMT,Coimbatore,22.5,999.0,5.0
Mahindra Scorpio SLE BSIV,Bangalore,12.05,2179.0,8.0
Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,Chennai,12.8,2494.0,7.0
Volkswagen Polo Diesel Highline 1.2L,Chennai,22.07,1199.0,5.0
Ford Figo Diesel ZXI,Chennai,20.0,1399.0,5.0
Nissan Terrano XL Plus 85 PS,Kolkata,20.45,1461.0,5.0
Force One LX 4x4,Kolkata,17.0,2200.0,7.0
Renault KWID 1.0 RXT Optional AMT,Kochi,22.5,999.0,5.0
Skoda Rapid 1.5 TDI Elegance,Mumbai,21.14,1498.0,5.0
Mahindra XUV500 AT W10 FWD,Hyderabad,16.0,2179.0,7.0
Ford Figo Diesel Titanium,Chennai,20.0,1399.0,5.0
Mahindra Bolero ZLX,Coimbatore,15.96,2523.0,7.0
Volkswagen Vento 1.5 TDI Highline,Hyderabad,20.64,1498.0,5.0
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Pune,12.99,2494.0,8.0
Mahindra XUV500 W8 2WD,Mumbai,15.1,2179.0,7.0
Ford Ecosport 1.5 Ti VCT MT Titanium,Coimbatore,15.8,1499.0,5.0
Volkswagen Jetta 2012-2014 2.0L TDI Highline AT,Chennai,16.96,1968.0,5.0
Tata New Safari DICOR 2.2 VX 4x4,Chennai,13.93,2179.0,7.0
BMW 3 Series 330d Convertible,Mumbai,8.2,2993.0,4.0
Volkswagen Polo 1.2 MPI Highline,Kolkata,16.47,1198.0,5.0
Hyundai i20 Magna Optional 1.2,Coimbatore,18.5,1197.0,5.0
Maruti Ertiga ZDI,Mumbai,20.77,1248.0,7.0
Honda City i VTEC V,Chennai,17.4,1497.0,5.0
Honda City 1.5 S MT,Mumbai,17.0,1497.0,5.0
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Kochi,16.96,1968.0,5.0
Honda Amaze VX i-DTEC,Pune,25.8,1498.0,5.0
Mahindra XUV500 W8 2WD,Hyderabad,15.1,2179.0,7.0
Toyota Corolla Altis VL,Mumbai,14.53,1798.0,5.0
BMW 3 Series 320d,Bangalore,22.69,1995.0,5.0
Ford EcoSport 1.5 Diesel Trend,Kochi,23.0,1498.0,5.0
Hyundai i20 Asta Optional with Sunroof 1.2,Kochi,18.5,1197.0,5.0
Honda City 1.5 S AT,Mumbai,16.8,1497.0,5.0
Maruti Ritz VDI (ABS) BS IV,Hyderabad,23.2,1248.0,5.0
Hyundai i10 Era 1.1,Kolkata,19.81,1086.0,5.0
Chevrolet Sail 1.2 LS,Mumbai,18.2,1199.0,5.0
Hyundai Verna 1.6 SX CRDi (O),Chennai,22.32,1582.0,5.0
Hyundai Creta 1.6 SX Option,Kochi,15.8,1591.0,5.0
Chevrolet Sail 1.2 LS,Jaipur,18.2,1199.0,5.0
Audi Q5 2.0 TDI,Hyderabad,14.16,1968.0,5.0
Honda City 1.5 V MT Exclusive,Kochi,17.0,1497.0,5.0
Ford EcoSport 1.5 Petrol Titanium,Hyderabad,17.0,1497.0,5.0
Audi Q7 3.0 TDI Quattro Premium Plus,Bangalore,12.07,2967.0,7.0
Hyundai i10 Magna 1.2,Delhi,20.36,1197.0,5.0
Hyundai i20 1.2 Asta,Chennai,17.0,1197.0,5.0
Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,17.5,1197.0,5.0
Tata Indica V2 eLX,Pune,25.0,1396.0,5.0
BMW 5 Series 2010-2013 530d,Coimbatore,16.2,2993.0,5.0
Maruti Swift VDI,Ahmedabad,22.9,1248.0,5.0
Ford Freestyle Titanium Plus Petrol,Jaipur,19.0,1194.0,5.0
Hyundai Verna XXi ABS (Petrol),Bangalore,13.9,1599.0,5.0
BMW 3 Series 320d Highline,Mumbai,16.07,1995.0,5.0
Toyota Innova 2.5 G4 Diesel 8-seater,Kochi,12.8,2494.0,8.0
Mercedes-Benz New C-Class C 250 CDI Elegance,Hyderabad,14.94,2143.0,5.0
Hyundai Elantra 1.6 SX,Pune,22.54,1582.0,5.0
Maruti Ritz ZDi,Hyderabad,23.2,1248.0,5.0
Maruti Vitara Brezza ZDi Plus Dual Tone,Pune,24.3,1248.0,5.0
Hyundai Xcent 1.2 Kappa S,Kolkata,19.1,1197.0,5.0
Honda City i DTEC V,Kolkata,26.0,1498.0,5.0
Renault KWID RXT,Mumbai,25.17,799.0,5.0
Toyota Etios Cross 1.4L VD,Jaipur,23.59,1364.0,5.0
Maruti Alto K10 VXI,Kochi,24.07,998.0,5.0
Tata Tiago 1.2 Revotron XM Option,Chennai,23.84,1199.0,5.0
Hyundai i20 1.4 CRDi Magna,Kolkata,21.9,1396.0,5.0
Audi A4 2.0 TDI,Kochi,16.55,1968.0,5.0
Maruti Swift VDI,Hyderabad,28.4,1248.0,5.0
Volkswagen Ameo 1.2 MPI Highline,Kochi,17.0,1198.0,5.0
Honda BRV i-VTEC V CVT,Mumbai,16.0,1497.0,7.0
Hyundai i20 Asta,Mumbai,17.0,1197.0,5.0
Hyundai Santa Fe 4X4,Ahmedabad,14.66,2199.0,7.0
Honda City 1.5 GXI,Bangalore,0.0,1497.0,5.0
Maruti Celerio ZXI Optional AMT,Kochi,23.1,998.0,5.0
Hyundai Creta 1.6 SX,Coimbatore,15.8,1591.0,5.0
Tata Indica V2 DL BSIII,Hyderabad,17.88,1396.0,5.0
Volkswagen Vento Petrol Highline,Mumbai,15.04,1598.0,5.0
Maruti Celerio VXI,Kochi,23.1,998.0,5.0
Mercedes-Benz CLA 200 D Sport Edition,Ahmedabad,17.9,2143.0,5.0
Maruti Alto 800 LXI,Jaipur,22.74,796.0,5.0
Ford Endeavour 3.2 Titanium AT 4X4,Delhi,10.91,3198.0,7.0
Tata Zest Revotron 1.2T XE,Kolkata,17.57,1193.0,5.0
Volkswagen Vento 1.6 Comfortline,Kolkata,16.09,1598.0,5.0
Maruti Ertiga ZXI,Mumbai,17.5,1373.0,7.0
Mercedes-Benz M-Class ML 350 CDI Corporate,Mumbai,14.0,2987.0,5.0
Volkswagen Polo 1.2 MPI Highline,Mumbai,16.2,1199.0,5.0
Toyota Fortuner 4x2 AT,Jaipur,12.55,2982.0,7.0
Maruti Celerio VXI,Hyderabad,23.1,998.0,5.0
BMW 3 Series 320d Corporate Edition,Chennai,16.07,1995.0,4.0
Honda City ZX VTEC,Jaipur,16.9,1497.0,5.0
Mitsubishi Cedia Sports,Pune,13.17,1999.0,5.0
Renault Pulse Petrol RxL,Delhi,18.06,1198.0,5.0
Volkswagen Polo 1.5 TDI Highline,Hyderabad,20.14,1498.0,5.0
Maruti Baleno RS Petrol,Kochi,21.1,998.0,5.0
Hyundai i10 Magna,Kochi,20.36,1197.0,5.0
Hyundai i20 1.2 Spotz,Kochi,18.6,1197.0,5.0
BMW Z4 2009-2013 35i,Delhi,10.37,2979.0,2.0
Hyundai i10 Sportz 1.2,Pune,20.36,1197.0,5.0
Mini Cooper S Carbon Edition,Delhi,13.6,1598.0,4.0
Honda Brio V MT,Pune,19.4,1198.0,5.0
Maruti Ciaz ZXi Option,Kochi,20.73,1373.0,5.0
Maruti Swift Dzire ZDi,Coimbatore,19.3,1248.0,5.0
Volkswagen Polo Diesel Comfortline 1.2L,Chennai,22.07,1199.0,5.0
BMW X1 sDrive20d,Delhi,17.05,1995.0,5.0
Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,12.07,2967.0,7.0
Ford Figo 1.5D Trend MT,Kolkata,25.83,1498.0,5.0
BMW 3 Series Luxury Line,Bangalore,21.76,1995.0,5.0
Mercedes-Benz M-Class ML 350 CDI Corporate,Bangalore,14.0,2987.0,5.0
Maruti Wagon R LX BSIII,Mumbai,17.3,1061.0,5.0
Maruti Baleno Zeta 1.2,Delhi,21.4,1197.0,5.0
Maruti Dzire VXI,Pune,22.0,1197.0,5.0
Chevrolet Aveo U-VA 1.2 LT,Pune,14.7,1150.0,5.0
Volkswagen Polo 1.5 TDI Highline,Chennai,20.14,1498.0,5.0
Land Rover Freelander 2 TD4 SE,Hyderabad,0.0,2179.0,5.0
Audi Q5 30 TDI quattro Premium,Mumbai,14.16,1968.0,5.0
Audi A6 35 TDI Matrix,Chennai,18.53,1968.0,5.0
Hyundai Grand i10 1.2 CRDi Sportz,Kochi,24.0,1186.0,5.0
Mahindra Scorpio SLE BSIV,Delhi,12.05,2179.0,8.0
Tata Bolt Quadrajet XE,Hyderabad,22.95,1248.0,5.0
Hyundai EON Era Plus,Kochi,21.1,814.0,5.0
Mahindra Scorpio S8 8 Seater,Kochi,15.4,2179.0,8.0
Honda Accord 2001-2003 2.0 AT,Bangalore,11.1,2354.0,5.0
Volkswagen Polo 1.2 MPI Highline,Mumbai,16.2,1199.0,5.0
Maruti Eeco 7 Seater Standard,Mumbai,15.1,1196.0,7.0
Hyundai Grand i10 CRDi Sportz,Ahmedabad,24.0,1120.0,5.0
Ford Endeavour 3.2 Titanium AT 4X4,Chennai,10.91,3198.0,7.0
Hyundai Grand i10 1.2 CRDi Sportz,Delhi,24.0,1186.0,5.0
Maruti Swift VDI,Kochi,22.9,1248.0,5.0
Hyundai i20 1.2 Asta Option,Bangalore,18.6,1197.0,5.0
Maruti Swift Dzire VXi,Hyderabad,17.5,1298.0,5.0
BMW 3 Series 320d Luxury Line,Hyderabad,22.69,1995.0,5.0
Honda City ZX GXi,Mumbai,17.7,1497.0,5.0
Hyundai i10 Sportz 1.2 AT,Pune,16.95,1197.0,5.0
Ford Ecosport Signature Edition Diesel,Ahmedabad,23.0,1498.0,5.0
Maruti Celerio ZXI MT,Bangalore,23.1,998.0,5.0
Maruti Ertiga VDI,Pune,20.77,1248.0,7.0
Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,12.8,2494.0,8.0
Honda City i VTEC SV,Mumbai,17.8,1497.0,5.0
Maruti Swift Dzire VXI,Bangalore,19.1,1197.0,5.0
Maruti Ritz LXi,Kochi,18.5,1197.0,5.0
Hyundai i20 Sportz AT 1.4,Pune,15.0,1396.0,5.0
Hyundai i20 Active SX Dual Tone Petrol,Pune,17.19,1197.0,5.0
Honda City 1.5 E MT,Chennai,17.0,1497.0,5.0
Porsche Cayenne S Diesel,Coimbatore,13.6,4134.0,5.0
Honda Amaze VX i-VTEC,Coimbatore,17.8,1198.0,5.0
Honda Civic 2006-2010 1.8 S AT,Pune,12.9,1799.0,5.0
Hyundai i20 Magna 1.2,Bangalore,18.6,1197.0,5.0
Hyundai Creta 1.6 CRDi SX,Hyderabad,19.67,1582.0,5.0
Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Hyderabad,15.73,1968.0,5.0
Maruti Alto 800 2016-2019 LXI,Mumbai,24.7,796.0,5.0
BMW X1 sDrive 20d Exclusive,Chennai,15.06,1995.0,5.0
Hyundai i10 Magna,Delhi,20.36,1197.0,5.0
Volkswagen Ameo 1.5 TDI Highline,Pune,21.66,1498.0,5.0
Volkswagen Polo Petrol Highline 1.2L,Pune,16.47,1198.0,5.0
Maruti Ciaz VXi Plus,Mumbai,20.73,1373.0,5.0
Volkswagen Polo GT TSI,Kochi,17.21,1197.0,5.0
Hyundai Xcent 1.1 CRDi Base,Pune,24.4,1120.0,5.0
